     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER
      326   3632  19356   9   3   2   7        7   20   15    1  'FH'   1787    10    -8    37    11
      327   3633  19360   9   3   2   8        7   20   17    1  'FH'   1805    10    -8    37    12
      328   3634  19364   9   3   2   9        7   20   19    1  'FH'   1821    10    -8    37    13
      329   3601  19200   9   3   0   0        7   19    1    1  'EM'   1631     6    -7    29     1
      330   3602  19204   9   3   0   1        7   19    3    1  'EM'   1655     6    -7    29     2
      331   3605  19216   9   3   0   4        7   19    9    1  'EM'   1726     6    -7    29     3
      332   3606  19220   9   3   0   5        7   19   11    1  'EM'   1748     6    -7    29     4
      333   3603  19208   9   3   0   2        7   19    5    1  'EM'   1679     6    -7    29     5
      334   3604  19212   9   3   0   3        7   19    7    1  'EM'   1703     6    -7    29     6
      335   3607  19224   9   3   0   6        7   19   13    1  'EM'   1770     6    -7    29     7
      336   3613  19264   9   3   1   0        7   19   27    1  'EM'   1618     6    -7    30     1
      337   3614  19268   9   3   1   1        7   19   29    1  'EM'   1642     6    -7    30     2
      338   3617  19280   9   3   1   4        7   19   35    1  'EM'   1735     6    -7    30     3
      339   3618  19284   9   3   1   5        7   19   37    1  'EM'   1713     6    -7    30     4
      340   3615  19272   9   3   1   2        7   19   31    1  'EM'   1690     6    -7    30     5
      341   3616  19276   9   3   1   3        7   19   33    1  'EM'   1666     6    -7    30     6
      342   3619  19288   9   3   1   6        7   19   39    1  'EM'   1757     6    -7    30     7
      343   3620  19292   9   3   1   7        7   19   41    1  'FH'   1781     6    -7    30    11
      344   3621  19296   9   3   1   8        7   19   43    1  'FH'   1801     6    -7    30    12
      345   3622  19300   9   3   1   9        7   19   45    1  'FH'   1819     6    -7    30    13
      346   3889  20736  10   1   0   0        7    7    1    1  'EM'   1403     7    -7    31     1
      347   3890  20740  10   1   0   1        7    7    3    1  'EM'   1427     7    -7    31     2
      348   3893  20752  10   1   0   4        7    7    9    1  'EM'   1498     7    -7    31     3
      349   3894  20756  10   1   0   5        7    7   11    1  'EM'   1520     7    -7    31     4
      350   3891  20744  10   1   0   2        7    7    5    1  'EM'   1451     7    -7    31     5
      351   3892  20748  10   1   0   3        7    7    7    1  'EM'   1475     7    -7    31     6
      352   3895  20760  10   1   0   6        7    7   13    1  'EM'   1542     7    -7    31     7
      353   3896  20764  10   1   0   7        7    7   15    1  'FH'   1563     7    -7    31    11
      354   3897  20768  10   1   0   8        7    7   17    1  'FH'   1582     7    -7    31    12
      355   3898  20772  10   1   0   9        7    7   19    1  'FH'   1599     7    -7    31    13
      356   3901  20800  10   1   1   0        7    7   27    1  'EM'   1390     7    -7    32     1
      357   3902  20804  10   1   1   1        7    7   29    1  'EM'   1414     7    -7    32     2
      358   3905  20816  10   1   1   4        7    7   35    1  'EM'   1507     7    -7    32     3
      359   3906  20820  10   1   1   5        7    7   37    1  'EM'   1485     7    -7    32     4
      360   3903  20808  10   1   1   2        7    7   31    1  'EM'   1462     7    -7    32     5
      361   3904  20812  10   1   1   3        7    7   33    1  'EM'   1438     7    -7    32     6
      362   3907  20824  10   1   1   6        7    7   39    1  'EM'   1529     7    -7    32     7
      363   3908  20828  10   1   1   7        7    7   41    1  'FH'   1550     7    -7    32    11
      364   3909  20832  10   1   1   8        7    7   43    1  'FH'   1569     7    -7    32    12
      365   3910  20836  10   1   1   9        7    7   45    1  'FH'   1586     7    -7    32    13
      366   4177  22272  10   7   0   0        8   19    1    1  'EM'   2087     8    -7    33     1
      367   4178  22276  10   7   0   1        8   19    3    1  'EM'   2111     8    -7    33     2
      368   4181  22288  10   7   0   4        8   19    9    1  'EM'   2182     8    -7    33     3
      369   4182  22292  10   7   0   5        8   19   11    1  'EM'   2204     8    -7    33     4
      370   4179  22280  10   7   0   2        8   19    5    1  'EM'   2135     8    -7    33     5
      371   4180  22284  10   7   0   3        8   19    7    1  'EM'   2159     8    -7    33     6
      372   4183  22296  10   7   0   6        8   19   13    1  'EM'   2226     8    -7    33     7
      373   4184  22300  10   7   0   7        8   19   15    1  'FH'   2244     8    -7    33    11
      374   4185  22304  10   7   0   8        8   19   17    1  'FH'   2262     8    -7    33    12
      375   4186  22308  10   7   0   9        8   19   19    1  'FH'   2278     8    -7    33    13
      376   4189  22336  10   7   1   0        8   19   27    1  'EM'   2074     8    -7    34     1
      377   4190  22340  10   7   1   1        8   19   29    1  'EM'   2098     8    -7    34     2
      378   4193  22352  10   7   1   4        8   19   35    1  'EM'   2191     8    -7    34     3
      379   4194  22356  10   7   1   5        8   19   37    1  'EM'   2169     8    -7    34     4
      380   4191  22344  10   7   1   2        8   19   31    1  'EM'   2146     8    -7    34     5
      381   4192  22348  10   7   1   3        8   19   33    1  'EM'   2122     8    -7    34     6
      382   4195  22360  10   7   1   6        8   19   39    1  'EM'   2213     8    -7    34     7
      383   4196  22364  10   7   1   7        8   19   41    1  'FH'   2237     8    -7    34    11
      384   4197  22368  10   7   1   8        8   19   43    1  'FH'   2257     8    -7    34    12
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

      385   4198  22372  10   7   1   9        8   19   45    1  'FH'   2275     8    -7    34    13
      386   4465  23808  11   5   0   0        8    7    1    1  'EM'   1859     9    -7    35     1
      387   4466  23812  11   5   0   1        8    7    3    1  'EM'   1883     9    -7    35     2
      388   4469  23824  11   5   0   4        8    7    9    1  'EM'   1954     9    -7    35     3
      389   4470  23828  11   5   0   5        8    7   11    1  'EM'   1976     9    -7    35     4
      390   4467  23816  11   5   0   2        8    7    5    1  'EM'   1907     9    -7    35     5
      391   4468  23820  11   5   0   3        8    7    7    1  'EM'   1931     9    -7    35     6
      392   4471  23832  11   5   0   6        8    7   13    1  'EM'   1998     9    -7    35     7
      393   4472  23836  11   5   0   7        8    7   15    1  'FH'   2019     9    -7    35    11
      394   4473  23840  11   5   0   8        8    7   17    1  'FH'   2038     9    -7    35    12
      395   4474  23844  11   5   0   9        8    7   19    1  'FH'   2055     9    -7    35    13
      396   4477  23872  11   5   1   0        8    7   27    1  'EM'   1846     9    -7    36     1
      397   4478  23876  11   5   1   1        8    7   29    1  'EM'   1870     9    -7    36     2
      398   4481  23888  11   5   1   4        8    7   35    1  'EM'   1963     9    -7    36     3
      399   4482  23892  11   5   1   5        8    7   37    1  'EM'   1941     9    -7    36     4
      400   4479  23880  11   5   1   2        8    7   31    1  'EM'   1918     9    -7    36     5
      401   4480  23884  11   5   1   3        8    7   33    1  'EM'   1894     9    -7    36     6
      402   4483  23896  11   5   1   6        8    7   39    1  'EM'   1985     9    -7    36     7
      403   4484  23900  11   5   1   7        8    7   41    1  'FH'   2006     9    -7    36    11
      404   4485  23904  11   5   1   8        8    7   43    1  'FH'   2025     9    -7    36    12
      405   4486  23908  11   5   1   9        8    7   45    1  'FH'   2042     9    -7    36    13
      406   3608  19228   9   3   0   7        7   19   15    1  'FH'   1788    10    -7    37    11
      407   3609  19232   9   3   0   8        7   19   17    1  'FH'   1806    10    -7    37    12
      408   3610  19236   9   3   0   9        7   19   19    1  'FH'   1822    10    -7    37    13
      409   4463  23784  11   4   3  10        8    6   47    1  'CH'   2062     5    -6    28    15
      410   3577  19072   9   2   2   0        7   18    1    1  'EM'   1630     6    -6    29     1
      411   3578  19076   9   2   2   1        7   18    3    1  'EM'   1654     6    -6    29     2
      412   3581  19088   9   2   2   4        7   18    9    1  'EM'   1725     6    -6    29     3
      413   3582  19092   9   2   2   5        7   18   11    1  'EM'   1747     6    -6    29     4
      414   3579  19080   9   2   2   2        7   18    5    1  'EM'   1678     6    -6    29     5
      415   3580  19084   9   2   2   3        7   18    7    1  'EM'   1702     6    -6    29     6
      416   3583  19096   9   2   2   6        7   18   13    1  'EM'   1769     6    -6    29     7
      417   3587  19112   9   2   2  10        7   18   21    1  'CH'   1840     6    -6    29    15
      418   3589  19136   9   2   3   0        7   18   27    1  'EM'   1619     6    -6    30     1
      419   3590  19140   9   2   3   1        7   18   29    1  'EM'   1643     6    -6    30     2
      420   3593  19152   9   2   3   4        7   18   35    1  'EM'   1736     6    -6    30     3
      421   3594  19156   9   2   3   5        7   18   37    1  'EM'   1714     6    -6    30     4
      422   3591  19144   9   2   3   2        7   18   31    1  'EM'   1691     6    -6    30     5
      423   3592  19148   9   2   3   3        7   18   33    1  'EM'   1667     6    -6    30     6
      424   3595  19160   9   2   3   6        7   18   39    1  'EM'   1758     6    -6    30     7
      425   3596  19164   9   2   3   7        7   18   41    1  'FH'   1780     6    -6    30    11
      426   3597  19168   9   2   3   8        7   18   43    1  'FH'   1800     6    -6    30    12
      427   3598  19172   9   2   3   9        7   18   45    1  'FH'   1818     6    -6    30    13
      428   3599  19176   9   2   3  10        7   18   47    1  'CH'   1829     6    -6    30    15
      429   3865  20608  10   0   2   0        7    6    1    1  'EM'   1402     7    -6    31     1
      430   3866  20612  10   0   2   1        7    6    3    1  'EM'   1426     7    -6    31     2
      431   3869  20624  10   0   2   4        7    6    9    1  'EM'   1497     7    -6    31     3
      432   3870  20628  10   0   2   5        7    6   11    1  'EM'   1519     7    -6    31     4
      433   3867  20616  10   0   2   2        7    6    5    1  'EM'   1450     7    -6    31     5
      434   3868  20620  10   0   2   3        7    6    7    1  'EM'   1474     7    -6    31     6
      435   3871  20632  10   0   2   6        7    6   13    1  'EM'   1541     7    -6    31     7
      436   3872  20636  10   0   2   7        7    6   15    1  'FH'   1562     7    -6    31    11
      437   3873  20640  10   0   2   8        7    6   17    1  'FH'   1581     7    -6    31    12
      438   3874  20644  10   0   2   9        7    6   19    1  'FH'   1598     7    -6    31    13
      439   3875  20648  10   0   2  10        7    6   21    1  'CH'   1607     7    -6    31    15
